year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2022,De Jong, Chase,608328,Pirates,PIT,R,77.7,269,1174,7.24691358,0.229131175,CUKC,Curveball,59.4,-56.3,3.2,6,6.3,8.2,-1.9,-23,0.778723404,0.280851064
2022,Herget, Jimmy,623474,Angels,LAA,R,74.8,269,996,6.148148148,0.270080321,CUKC,Curveball,46.1,-46.3,-0.2,-1,16.9,15.9,1,6,0.442553191,0.676595745
2022,Melancon, Mark,453343,D-backs,AZ,R,81.7,266,886,5.469135802,0.300225734,CUKC,Curveball,55.7,-51.6,4.1,8,4.6,6.9,-2.3,-33,0.838297872,0.242553191
2022,Ramirez, Noé,598287,D-backs,AZ,R,78,263,837,5.166666667,0.314217443,CUKC,Curveball,46.2,-49.1,-2.9,-6,9.8,11.6,-1.8,-15,0.217021277,0.293617021
2022,Mantiply, Joe,573009,D-backs,AZ,L,81.1,260,861,5.314814815,0.301974448,CUKC,Curveball,43.4,-48.9,-5.5,-11,6.6,10.6,-4,-38,0.093617021,0.119148936
2022,Bradish, Kyle,680694,Orioles,BAL,R,83.2,258,1993,12.30246914,0.129453086,CUKC,Curveball,53.1,-49.4,3.7,7,5.8,6.1,-0.3,-5,0.812765957,0.489361702
2022,Staumont, Josh,622251,Royals,KC,R,82.2,255,731,4.512345679,0.348837209,CUKC,Curveball,52.4,-50.6,1.8,4,9.2,6.9,2.3,34,0.663829787,0.774468085
2022,Cabrera, Edward,665795,Marlins,MIA,R,83.8,253,1215,7.5,0.208230453,CUKC,Curveball,44.8,-48.5,-3.7,-8,9,6,2.9,49,0.174468085,0.825531915
2022,Garcia, Luis,677651,Astros,HOU,R,77.1,252,2468,15.2345679,0.102106969,CUKC,Curveball,57.1,-58,-0.9,-2,5.9,8.3,-2.4,-29,0.391489362,0.229787234
2022,Bednar, David,670280,Pirates,PIT,R,77.1,248,842,5.197530864,0.294536817,CUKC,Curveball,56.7,-56.5,0.2,0,8.3,10,-1.7,-17,0.485106383,0.319148936
2022,Thielbar, Caleb,573204,Twins,MIN,L,73,246,996,6.148148148,0.246987952,CUKC,Curveball,68.3,-65.6,2.7,4,10.5,11.8,-1.3,-11,0.731914894,0.370212766
2022,Wick, Rowan,592858,Cubs,CHC,R,76.8,242,1153,7.117283951,0.209887251,CUKC,Curveball,65.6,-56.8,8.9,16,7.5,10.4,-2.9,-28,1,0.182978723
2022,Kremer, Dean,665152,Orioles,BAL,R,76.5,240,1947,12.01851852,0.123266564,CUKC,Curveball,62.2,-58.2,4,7,11.1,9.5,1.7,18,0.821276596,0.736170213
2022,Eflin, Zach,621107,Phillies,PHI,R,78.3,240,1194,7.37037037,0.201005025,CUKC,Curveball,49.9,-54.7,-4.8,-9,12,9.6,2.4,25,0.140425532,0.782978723
2022,Gonsolin, Tony,664062,Dodgers,LAD,R,80.7,239,2015,12.4382716,0.118610422,CUKC,Curveball,54,-52.8,1.2,2,3.3,7.3,-4,-55,0.604255319,0.119148936
2022,Ashby, Aaron,676879,Brewers,MIL,L,79.7,239,1878,11.59259259,0.127263046,CUKC,Curveball,59,-53.7,5.3,10,7.8,6.9,0.9,13,0.927659574,0.672340426
2022,Duffey, Tyler,608648,Twins,MIN,R,81.6,237,741,4.574074074,0.319838057,CUKC,Curveball,53,-50.7,2.4,5,7.2,8.3,-1.1,-14,0.710638298,0.404255319
2022,Brash, Matt,666374,Mariners,SEA,R,84.5,237,935,5.771604938,0.253475936,CUKC,Curveball,46.1,-45.3,0.8,2,13.8,8.8,4.9,56,0.540425532,0.89787234
2022,López, Pablo,641154,Marlins,MIA,R,80.9,235,2910,17.96296296,0.080756014,CUKC,Curveball,51.7,-50.8,1,2,11,9.5,1.5,16,0.570212766,0.710638298
2022,Megill, Trevor,656730,Twins,MIN,R,83.3,235,774,4.777777778,0.303617571,CUKC,Curveball,56.3,-49.2,7.1,14,7.6,6.1,1.5,24,0.974468085,0.710638298
2022,Wilson, Bryse,669060,Pirates,PIT,R,77.2,234,1825,11.2654321,0.128219178,CUKC,Curveball,49.6,-54.6,-4.9,-9,16.6,11.8,4.9,41,0.131914894,0.89787234
2022,Bundy, Dylan,605164,Twins,MIN,R,72.2,231,2180,13.45679012,0.105963303,CUKC,Curveball,63.4,-65.6,-2.2,-3,8.2,11.8,-3.6,-30,0.263829787,0.140425532
2022,Suarez, José,660761,Angels,LAA,L,78,231,1783,11.00617284,0.129556927,CUKC,Curveball,51.8,-52.9,-1.1,-2,10.5,11.2,-0.7,-7,0.370212766,0.429787234
