year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2022,Hughes, Brandon,676714,Cubs,CHC,L,82.9,425,973,6.00617284,0.436793422,SL,Slider,36.6,-38.6,-2,-5,3.9,8.9,-5.1,-57,0.247933884,0.068870523
2022,Hand, Brad,543272,Phillies,PHI,L,79.3,425,817,5.043209877,0.520195838,SL,Slider,47.9,-44.1,3.8,9,16.4,10.1,6.3,62,0.895316804,0.964187328
2022,Brasier, Ryan,518489,Red Sox,BOS,R,85.5,423,985,6.080246914,0.429441624,SL,Slider,38,-35.5,2.5,7,6.4,5.6,0.8,14,0.787878788,0.630853994
2022,Strickland, Hunter,519326,Reds,CIN,R,84.8,417,1099,6.783950617,0.379435851,SL,Slider,39.4,-36.6,2.7,7,8.5,5.9,2.6,43,0.812672176,0.774104683
2022,Diekman, Jake,518617,White Sox,CWS,L,81.4,411,1172,7.234567901,0.350682594,SL,Slider,40.3,-40.2,0.1,0,16,10.5,5.6,53,0.506887052,0.928374656
2022,Senzatela, Antonio,622608,Rockies,COL,R,86.1,410,1521,9.388888889,0.2695595,SL,Slider,34.3,-35,-0.7,-2,4.9,4.8,0.1,1,0.377410468,0.542699725
2022,Puk, A.J.,640462,Athletics,OAK,L,86.9,409,1072,6.617283951,0.381529851,SL,Slider,35.2,-34,1.2,3,3.3,4.7,-1.4,-29,0.661157025,0.358126722
2022,Phillips, Evan,623465,Dodgers,LAD,R,85.3,408,923,5.697530864,0.442036836,SL,Slider,36.2,-35.9,0.3,1,15.3,6.2,9.1,148,0.539944904,0.997245179
2022,Bard, Daniel,453268,Rockies,COL,R,88.4,407,953,5.882716049,0.427072403,SL,Slider,32.6,-32.4,0.2,1,7.5,3.9,3.5,90,0.52892562,0.837465565
2022,Walker, Taijuan,592836,Mets,NYM,R,84.8,407,2500,15.43209877,0.1628,SL,Slider,32.6,-36.4,-3.9,-11,5.3,5.2,0.1,2,0.093663912,0.542699725
2022,Moll, Sam,594580,Athletics,OAK,L,81.7,404,737,4.549382716,0.54816825,SL,Slider,44,-41.6,2.3,6,17.4,13.2,4.2,32,0.757575758,0.876033058
2022,Gausman, Kevin,592332,Blue Jays,TOR,R,84.4,404,2783,17.17901235,0.145167086,SL,Slider,35.1,-37,-1.9,-5,1.1,6.4,-5.3,-83,0.269972452,0.060606061
2022,Davidson, Tucker,656353,Angels,LAA,L,86.6,402,912,5.62962963,0.440789474,SL,Slider,37.1,-34.2,2.8,8,5.9,4.7,1.2,26,0.826446281,0.672176309
2022,Santana, Dennis,642701,Rangers,TEX,R,85.8,401,991,6.117283951,0.404641776,SL,Slider,39.4,-35.5,3.9,11,1.7,5.3,-3.6,-68,0.898071625,0.162534435
2022,Espino, Paolo,502179,Nationals,WSH,R,77.7,401,1873,11.5617284,0.214095035,SL,Slider,44.2,-44.7,-0.5,-1,18.7,13.3,5.4,41,0.402203857,0.917355372
2022,Heaney, Andrew,571760,Dodgers,LAD,L,83.4,398,1230,7.592592593,0.323577236,SL,Slider,38.2,-38.2,0,0,3.6,8.6,-5,-58,0.482093664,0.071625344
2022,Clevinger, Mike,605182,Padres,SD,R,79.9,397,1931,11.91975309,0.205592957,SL,Slider,44.6,-41.8,2.8,7,15.6,12.2,3.4,28,0.826446281,0.826446281
2022,Ureña, José,570632,Rockies,COL,R,86.8,396,1622,10.01234568,0.244143033,SL,Slider,30.4,-34.2,-3.7,-11,1.5,4.8,-3.3,-69,0.107438017,0.184573003
2022,Oviedo, Johan,670912,Pirates,PIT,R,85.7,395,980,6.049382716,0.403061224,SL,Slider,35.6,-35.3,0.3,1,5.8,5.5,0.3,6,0.539944904,0.564738292
2022,Hernandez, Elieser,622694,Marlins,MIA,R,80.1,395,1095,6.759259259,0.360730594,SL,Slider,30.5,-41.3,-10.8,-26,8.2,11.8,-3.6,-31,0,0.162534435
2022,Cueto, Johnny,456501,White Sox,CWS,R,83.5,391,2372,14.64197531,0.164839798,SL,Slider,33.7,-38.3,-4.5,-12,2.7,7.4,-4.6,-63,0.060606061,0.090909091
2022,Jackson, Zach,667427,Athletics,OAK,R,85.2,389,887,5.475308642,0.438556933,SL,Slider,40.1,-39.2,0.9,2,0.5,0.8,-0.3,-34,0.614325069,0.473829201
2022,Swarmer, Matt,664161,Cubs,CHC,R,82.1,388,657,4.055555556,0.590563166,SL,Slider,37.5,-39.6,-2.1,-5,7.3,6.1,1.2,19,0.225895317,0.672176309
2022,Schreiber, John,670167,Red Sox,BOS,R,82.1,385,1020,6.296296296,0.37745098,SL,Slider,36.6,-37.7,-1.1,-3,13,10.9,2.1,19,0.32231405,0.749311295
2022,Warren, Art,605521,Reds,CIN,R,85.5,382,655,4.043209877,0.583206107,SL,Slider,36.4,-35.7,0.7,2,8.2,5.6,2.6,46,0.592286501,0.774104683
2022,Tepera, Ryan,572193,Angels,LAA,R,85.2,381,892,5.50617284,0.427130045,SL,Slider,34,-36,-2,-5,5.8,6,-0.2,-4,0.247933884,0.49862259
2022,McClanahan, Shane,663556,Rays,TB,L,89.3,381,2463,15.2037037,0.154689403,SL,Slider,30.6,-30.8,-0.2,-1,3.6,4,-0.3,-8,0.462809917,0.473829201
2022,Nelson, Kyle,669459,D-backs,AZ,L,84.3,377,593,3.660493827,0.635750422,SL,Slider,38.2,-37.3,0.9,2,6.2,6.8,-0.6,-8,0.614325069,0.429752066
2022,Houck, Tanner,656557,Red Sox,BOS,R,85.4,375,918,5.666666667,0.408496732,SL,Slider,37,-36.1,0.9,3,11.1,6.2,4.9,79,0.614325069,0.903581267
2022,Winder, Josh,680739,Twins,MIN,R,84.3,371,1114,6.87654321,0.333034111,SL,Slider,37.1,-37.5,-0.5,-1,1,5.6,-4.6,-83,0.402203857,0.090909091
2022,Cimber, Adam,643256,Blue Jays,TOR,R,77.8,369,1044,6.444444444,0.353448276,SL,Slider,37.5,-37.5,0,0,7.4,7.4,0,0,0.482093664,0.526170799
2022,deGrom, Jacob,594798,Mets,NYM,R,92.6,369,940,5.802469136,0.392553191,SL,Slider,26.4,-27.2,-0.8,-3,3.6,2.9,0.7,23,0.360881543,0.614325069
