name,last_name, first_name,pitcher_id,team_name,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitch_type,pitch_type_name,vertical_break,horizonal_break
 Domingo Germán,Germán, Domingo,593334,NYY,R,85.9,251,1081,CH,Changeup,28.5,17.9
 Dillon Tate,Tate, Dillon,622253,BAL,R,83.9,251,1077,CH,Changeup,34.7,17.0
 Charlie Morton,Morton, Charlie,450203,ATL,R,87.2,250,2903,CH,Changeup,34.5,17.6
 Garrett Richards,Richards, Garrett,572070,TEX,R,90.0,246,708,CH,Changeup,30.1,15.2
 Yusei Kikuchi,Kikuchi, Yusei,579328,TOR,L,87.0,246,1843,CH,Changeup,28.1,10.5
 Brad Boxberger,Boxberger, Brad,502202,MIL,R,81.2,246,1090,CH,Changeup,35.9,11.2
 Reid Detmers,Detmers, Reid,672282,LAA,L,84.2,246,2181,CH,Changeup,29.6,13.5
 Mark Leiter Jr.,Leiter Jr., Mark,643410,CHC,R,84.2,245,1086,CH,Changeup,34.0,6.4
 Logan Gilbert,Gilbert, Logan,669302,SEA,R,86.2,241,3015,CH,Changeup,28.3,15.3
 Cole Sulser,Sulser, Cole,642121,MIA,R,83.2,240,619,CH,Changeup,33.9,14.7
 Steven Matz,Matz, Steven,571927,STL,L,85.1,238,849,CH,Changeup,35.8,15.2
 Eduardo Rodriguez,Rodriguez, Eduardo,593958,DET,L,85.5,238,1469,CH,Changeup,30.7,16.5
 Jameson Taillon,Taillon, Jameson,592791,NYY,R,87.7,236,2805,CH,Changeup,24.7,14.0
 Brayan Bello,Bello, Brayan,678394,BOS,R,88.2,236,997,CH,Changeup,30.4,16.7
 Luis Cessa,Cessa, Luis,570666,CIN,R,87.8,235,1235,CH,Changeup,29.6,11.5
 Raisel Iglesias,Iglesias, Raisel,628452,ATL,R,88.7,235,979,CH,Changeup,31.2,16.8
 Cole Ragans,Ragans, Cole,666142,TEX,L,82.1,232,706,CH,Changeup,26.7,16.2
 Max Castillo,Castillo, Max,666721,KC,R,87.5,231,697,CH,Changeup,30.5,13.6
 Garrett Whitlock,Whitlock, Garrett,676477,BOS,R,84.6,231,1166,CH,Changeup,33.3,18.0
 Luis Garcia,Garcia, Luis,677651,HOU,R,84.8,231,2468,CH,Changeup,28.0,17.0
 Joe Mantiply,Mantiply, Joe,573009,AZ,L,82.6,224,861,CH,Changeup,40.7,16.5
 Konnor Pilkington,Pilkington, Konnor,663455,CLE,L,84.4,223,1039,CH,Changeup,30.1,14.3
 Adrian Sampson,Sampson, Adrian,592716,CHC,R,85.1,223,1694,CH,Changeup,31.7,15.9
 Keegan Akin,Akin, Keegan,669211,BAL,L,84.2,222,1235,CH,Changeup,30.0,16.0
 James Kaprielian,Kaprielian, James,621076,OAK,R,85.2,222,2230,CH,Changeup,35.5,8.4
 Hoby Milner,Milner, Hoby,571948,MIL,L,81.3,221,1088,CH,Changeup,39.8,17.1
 Domingo Acevedo,Acevedo, Domingo,642758,OAK,R,86.8,220,1005,CH,Changeup,33.0,18.1
 Duane Underwood Jr.,Underwood Jr., Duane,621249,PIT,R,89.6,219,1004,CH,Changeup,27.8,14.8
 Patrick Corbin,Corbin, Patrick,571578,WSH,L,82.5,218,2623,CH,Changeup,30.4,12.7
 Sam Long,Long, Sam,669674,SF,L,84.3,216,739,CH,Changeup,23.8,11.0
 Paul Blackburn,Blackburn, Paul,621112,OAK,R,86.0,212,1762,CH,Changeup,29.5,13.3
 Rafael Montero,Montero, Rafael,606160,HOU,R,91.1,212,1093,CH,Changeup,27.5,16.9
 Matt Moore,Moore, Matt,519043,TEX,L,85.0,209,1248,CH,Changeup,29.4,17.0
 Anthony Banda,Banda, Anthony,607455,NYY,L,86.6,206,551,CH,Changeup,31.6,14.6
 Bryan Baker,Baker, Bryan,641329,BAL,R,84.0,206,1181,CH,Changeup,28.0,14.3
 Jeff Hoffman,Hoffman, Jeff,656546,CIN,R,87.7,204,848,CH,Changeup,28.1,14.4
 Alex Lange,Lange, Alex,656638,DET,R,89.7,204,1046,CH,Changeup,31.4,16.5
 A.J. Minter,Minter, A.J.,621345,ATL,L,87.6,201,1111,CH,Changeup,32.3,16.2
 Buck Farmer,Farmer, Buck,571656,CIN,R,88.7,199,855,CH,Changeup,34.5,14.0
 Jon Gray,Gray, Jon,592351,TEX,R,88.7,192,2062,CH,Changeup,26.0,14.2
