name,last_name, first_name,pitcher_id,team_name,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitch_type,pitch_type_name,vertical_break,horizonal_break
 Lance McCullers Jr.,McCullers Jr., Lance,621121,HOU,R,85.1,193,759,SL,Slider,33.5,13.2
 Kyle Wright,Wright, Kyle,657140,ATL,R,90.1,193,2697,SL,Slider,25.6,1.0
 Garrett Hill,Hill, Garrett,682051,DET,R,82.6,192,1019,SL,Slider,37.8,6.1
 Zack Greinke,Greinke, Zack,425844,KC,R,82.2,191,2272,SL,Slider,34.4,8.1
 Bailey Falter,Falter, Bailey,663559,PHI,L,83.5,191,1295,SL,Slider,35.5,4.4
 Wyatt Mills,Mills, Wyatt,670090,KC,R,80.8,190,503,SL,Slider,35.8,7.0
 Dylan Floro,Floro, Dylan,571670,MIA,R,84.1,189,863,SL,Slider,34.9,2.0
 George Kirby,Kirby, George,669923,SEA,R,85.5,187,2092,SL,Slider,38.1,10.1
 Jonathan Hernández,Hernández, Jonathan,642546,TEX,R,87.3,185,511,SL,Slider,35.2,5.2
 Edward Cabrera,Cabrera, Edward,665795,MIA,R,86.8,185,1215,SL,Slider,33.8,4.4
 Chris Flexen,Flexen, Chris,623167,SEA,R,80.9,183,2204,SL,Slider,43.5,8.4
 Yimi Garcia,Garcia, Yimi,554340,TOR,R,89.4,182,1039,SL,Slider,26.7,2.6
 Seth Martinez,Martinez, Seth,661527,HOU,R,79.6,179,592,SL,Slider,35.7,12.7
 Carlos Hernández,Hernández, Carlos,672578,KC,R,85.7,178,1035,SL,Slider,34.9,3.1
 Jordan Weems,Weems, Jordan,607179,WSH,R,88.2,177,738,SL,Slider,32.7,6.0
 Kaleb Ort,Ort, Kaleb,672391,BOS,R,86.0,176,529,SL,Slider,36.4,10.3
 Erik Swanson,Swanson, Erik,657024,SEA,R,84.9,173,880,SL,Slider,31.6,5.9
 Tyler Alexander,Alexander, Tyler,641302,DET,L,77.7,173,1591,SL,Slider,45.0,13.4
 Mitch Keller,Keller, Mitch,656605,PIT,R,87.0,170,2661,SL,Slider,36.3,4.9
 Mike Baumann,Baumann, Mike,657508,BAL,R,91.5,167,580,SL,Slider,25.5,2.1
 Jack Flaherty,Flaherty, Jack,656427,STL,R,83.8,167,662,SL,Slider,37.6,7.4
 Aroldis Chapman,Chapman, Aroldis,547973,NYY,L,85.7,167,679,SL,Slider,33.1,10.7
 Ryne Stanek,Stanek, Ryne,592773,HOU,R,87.1,166,895,SL,Slider,38.0,2.3
 Trevor Williams,Williams, Trevor,592866,NYM,R,83.2,165,1407,SL,Slider,37.1,5.6
 Tyler Matzek,Matzek, Tyler,554431,ATL,L,83.2,165,713,SL,Slider,46.9,6.4
 Manny Bañuelos,Bañuelos, Manny,544365,PIT,L,85.8,164,718,SL,Slider,34.0,5.2
 Tyler Beede,Beede, Tyler,595881,PIT,R,88.0,164,1072,SL,Slider,32.7,1.5
 Daniel Castano,Castano, Daniel,641447,MIA,L,81.2,162,577,SL,Slider,42.0,7.4
 Eli Morgan,Morgan, Eli,669212,CLE,R,85.7,161,1017,SL,Slider,32.3,1.4
 Matt Strahm,Strahm, Matt,621381,BOS,L,88.6,160,764,SL,Slider,27.9,2.4
 Tylor Megill,Megill, Tylor,656731,NYM,R,85.2,159,791,SL,Slider,38.7,4.2
 Hayden Wesneski,Wesneski, Hayden,669713,CHC,R,81.2,158,495,SL,Slider,40.3,18.1
 Michael Pineda,Pineda, Michael,501381,DET,R,80.7,157,731,SL,Slider,41.2,0.6
 Tommy Henry,Henry, Tommy,674072,AZ,L,85.7,154,773,SL,Slider,31.3,1.4
 Carlos Estévez,Estévez, Carlos,608032,COL,R,87.3,152,1021,SL,Slider,35.1,5.1
 Sam Hentges,Hentges, Sam,656529,CLE,L,88.0,150,944,SL,Slider,33.2,3.5
 Tanner Rainey,Rainey, Tanner,663432,WSH,R,88.4,150,521,SL,Slider,33.5,3.6
 Vladimir Gutierrez,Gutierrez, Vladimir,661269,CIN,R,82.2,150,684,SL,Slider,40.6,12.8
 Dauri Moreta,Moreta, Dauri,664294,CIN,R,85.7,147,613,SL,Slider,35.8,3.7
 Seth Lugo,Lugo, Seth,607625,NYM,R,88.9,146,1079,SL,Slider,27.7,2.7
 Tommy Nance,Nance, Tommy,667297,MIA,R,86.9,137,751,SL,Slider,39.3,2.7
 Brett Martin,Martin, Brett,656685,TEX,L,86.8,136,750,SL,Slider,33.2,2.6
 Ron Marinaccio,Marinaccio, Ron,676760,NYY,R,80.4,135,757,SL,Slider,36.8,14.4
 Ryan Pepiot,Pepiot, Ryan,686752,LAD,R,86.7,134,737,SL,Slider,32.4,7.0
 Rafael Montero,Montero, Rafael,606160,HOU,R,87.9,133,1093,SL,Slider,32.6,6.0
 Kenley Jansen,Jansen, Kenley,445276,ATL,R,81.2,132,1006,SL,Slider,47.4,4.6
 Max Castillo,Castillo, Max,666721,KC,R,83.4,131,697,SL,Slider,36.0,3.2
 Jake Odorizzi,Odorizzi, Jake,543606,ATL,R,82.6,131,1798,SL,Slider,36.6,6.5
 Brusdar Graterol,Graterol, Brusdar,660813,LAD,R,90.6,130,675,SL,Slider,32.1,5.4
 Kyle Finnegan,Finnegan, Kyle,640448,WSH,R,89.0,128,1053,SL,Slider,26.7,2.9
 Wandy Peralta,Peralta, Wandy,593974,NYY,L,87.6,128,816,SL,Slider,31.3,1.9
 Tim Mayza,Mayza, Tim,641835,TOR,L,88.6,127,731,SL,Slider,30.6,0.5
 Cristopher Sánchez,Sánchez, Cristopher,650911,PHI,L,84.8,125,662,SL,Slider,38.1,1.8
 Jorge López,López, Jorge,605347,MIN,R,87.4,124,1161,SL,Slider,34.5,7.7
 Ken Waldichuk,Waldichuk, Ken,686610,OAK,L,81.0,123,586,SL,Slider,43.3,17.8
 Zach Pop,Pop, Zach,647315,TOR,R,85.0,123,536,SL,Slider,38.6,7.9
 Jeurys Familia,Familia, Jeurys,544727,BOS,R,88.7,123,817,SL,Slider,28.1,0.6
 Walker Buehler,Buehler, Walker,621111,LAD,R,83.5,122,1046,SL,Slider,37.2,13.9
 Félix Bautista,Bautista, Félix,642585,BAL,R,85.2,122,995,SL,Slider,39.1,5.3
 Richard Bleier,Bleier, Richard,542947,MIA,L,77.7,122,768,SL,Slider,48.3,8.8
 Elvin Rodriguez,Rodriguez, Elvin,660730,DET,R,82.9,122,534,SL,Slider,39.9,2.9
 Packy Naughton,Naughton, Packy,676050,STL,L,80.9,118,562,SL,Slider,42.2,3.5
 Ralph Garza Jr.,Garza Jr., Ralph,621248,TB,R,77.5,118,514,SL,Slider,37.5,13.8
 Adam Oller,Oller, Adam,670124,OAK,R,84.3,116,1294,SL,Slider,43.2,4.8
 Hirokazu Sawamura,Sawamura, Hirokazu,617228,BOS,R,85.8,115,838,SL,Slider,32.3,7.0
 Justin Dunn,Dunn, Justin,643290,CIN,R,83.4,114,540,SL,Slider,40.8,6.5
 Trevor Megill,Megill, Trevor,656730,MIN,R,88.5,110,774,SL,Slider,39.6,6.4
 J.B. Wendelken,Wendelken, J.B.,605525,AZ,R,85.9,110,488,SL,Slider,38.8,6.8
 Chase Silseth,Silseth, Chase,681217,LAA,R,83.7,108,501,SL,Slider,45.0,7.3
 Jake McGee,McGee, Jake,459429,WSH,L,85.2,106,629,SL,Slider,31.5,1.0
 Dallas Keuchel,Keuchel, Dallas,572971,TEX,L,77.0,93,1165,SL,Slider,45.3,9.8
 Tyler Duffey,Duffey, Tyler,608648,MIN,R,83.7,92,741,SL,Slider,41.3,11.6
 Craig Stammen,Stammen, Craig,489334,SD,R,81.5,86,701,SL,Slider,43.5,10.9
 Konnor Pilkington,Pilkington, Konnor,663455,CLE,L,81.9,82,1039,SL,Slider,41.1,1.9
 Kutter Crawford,Crawford, Kutter,676710,BOS,R,85.2,77,1296,SL,Slider,37.7,5.1
 Jharel Cotton,Cotton, Jharel,605194,SF,R,79.5,77,741,SL,Slider,46.3,12.7
 Aníbal Sánchez,Sánchez, Aníbal,434671,WSH,R,83.2,76,1232,SL,Slider,34.6,5.1
 T.J. McFarland,McFarland, T.J.,519008,STL,L,79.5,74,487,SL,Slider,46.4,4.8
 Devin Smeltzer,Smeltzer, Devin,656970,MIN,L,77.1,74,1129,SL,Slider,44.9,15.7
 Adrian Morejon,Morejon, Adrian,670970,SD,L,87.6,74,540,SL,Slider,37.2,5.3
 Matthew Liberatore,Liberatore, Matthew,669461,STL,L,86.0,71,650,SL,Slider,34.9,4.0
 Dillon Peters,Peters, Dillon,596071,PIT,L,84.7,70,634,SL,Slider,38.8,3.8
 Luke Weaver,Weaver, Luke,596133,KC,R,84.6,69,721,SL,Slider,41.2,4.9
 Shawn Armstrong,Armstrong, Shawn,542888,TB,R,86.1,69,1047,SL,Slider,38.9,10.1
 Tim Hill,Hill, Tim,657612,SD,L,82.4,68,745,SL,Slider,36.5,1.6
 Héctor Neris,Neris, Héctor,593576,HOU,R,87.6,67,1012,SL,Slider,29.9,1.7
 Javier Assad,Assad, Javier,665871,CHC,R,81.2,67,690,SL,Slider,37.7,10.8
 Cole Sulser,Sulser, Cole,642121,MIA,R,84.0,64,619,SL,Slider,31.9,6.7
 Clay Holmes,Holmes, Clay,605280,NYY,R,88.3,64,981,SL,Slider,38.6,2.7
 Rowan Wick,Wick, Rowan,592858,CHC,R,82.2,60,1153,SL,Slider,37.5,11.8
 Bryan Shaw,Shaw, Bryan,543766,CLE,R,84.3,59,969,SL,Slider,39.1,9.8
 Mark Leiter Jr.,Leiter Jr., Mark,643410,CHC,R,79.4,56,1086,SL,Slider,43.1,13.5
 Ian Gibaut,Gibaut, Ian,664139,CIN,R,85.2,54,694,SL,Slider,35.2,9.1
 Joely Rodríguez,Rodríguez, Joely,570257,NYM,L,83.9,50,842,SL,Slider,40.0,5.2
 John King,King, John,667463,TEX,L,81.0,44,749,SL,Slider,48.0,8.5
 Chase Anderson,Anderson, Chase,502624,CIN,R,83.6,42,493,SL,Slider,33.2,8.1
 Wade Miley,Miley, Wade,489119,CHC,L,78.7,37,566,SL,Slider,40.0,11.1
