name,avg_speed_FF,vertical_break_FF,horizonal_break_FF,avg_speed_SIFT,vertical_break_SIFT,horizonal_break_SIFT,avg_speed_CT,vertical_break_CT,horizonal_break_CT,avg_speed_CB,vertical_break_CB,horizonal_break_CB,avg_speed_SL,vertical_break_SL,horizonal_break_SL,avg_speed_CH,vertical_break_CH,horizonal_break_CH,kmeans
 Carlos Rodón,95.5,12.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,79.8,55.3,6.4,85.4,38.6,8.1,0.0,0.0,0.0,8
 Gerrit Cole,97.8,10.5,10.4,0.0,0.0,0.0,92.0,24.4,0.5,83.0,53.0,10.2,88.7,34.2,5.0,89.7,24.7,14.0,4
 Logan Gilbert,96.1,11.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,80.8,50.1,4.2,86.9,31.6,6.1,86.2,28.3,15.3,4
 Nick Pivetta,93.4,10.9,5.1,0.0,0.0,0.0,0.0,0.0,0.0,77.2,65.3,7.9,85.8,33.6,5.8,0.0,0.0,0.0,8
 Triston McKenzie,92.5,11.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4,51.3,7.9,87.3,25.6,5.3,0.0,0.0,0.0,8
 Cristian Javier,93.8,12.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0,76.5,56.4,13.2,79.8,40.2,15.1,0.0,0.0,0.0,8
 Spencer Strider,98.2,10.7,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,35.6,5.2,0.0,0.0,0.0,5
 Joe Ryan,92.0,17.5,10.7,0.0,0.0,0.0,0.0,0.0,0.0,74.9,56.4,10.6,82.2,37.5,3.1,84.6,29.1,17.5,4
 Zac Gallen,94.1,13.5,3.4,0.0,0.0,0.0,89.9,26.7,5.3,81.6,53.5,6.7,0.0,0.0,0.0,86.2,32.8,11.9,0
 José Urquidy,93.5,11.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,78.1,60.3,7.4,80.1,41.9,14.5,86.1,23.6,15.8,4
 Kevin Gausman,95.0,13.1,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,35.1,1.1,0.0,0.0,0.0,5
 Justin Verlander,95.0,11.4,9.5,0.0,0.0,0.0,0.0,0.0,0.0,79.0,55.3,6.9,87.4,31.0,4.0,0.0,0.0,0.0,8
 Lucas Giolito,92.6,13.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,37.2,3.5,81.0,30.5,11.3,1
 Blake Snell,95.8,11.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,81.4,51.0,12.2,88.9,29.9,4.1,87.1,26.1,13.7,4
 Julio Urías,93.1,14.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2,30.0,13.9,1
 Dylan Cease,96.8,10.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1,59.1,3.6,87.4,35.0,4.0,0.0,0.0,0.0,8
 Michael Kopech,94.9,11.9,9.9,0.0,0.0,0.0,0.0,0.0,0.0,78.4,51.9,8.0,84.3,40.2,4.7,0.0,0.0,0.0,8
 Robbie Ray,93.4,13.4,6.7,93.3,18.8,15.4,0.0,0.0,0.0,0.0,0.0,0.0,87.2,28.3,1.5,0.0,0.0,0.0,7
 Hunter Greene,98.9,12.1,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.1,32.0,4.6,90.1,22.0,11.3,1
 Eric Lauer,93.3,14.6,9.8,0.0,0.0,0.0,89.8,23.0,0.5,78.2,52.7,6.4,86.8,32.1,3.1,0.0,0.0,0.0,8
 Justin Steele,92.2,19.4,1.5,91.6,20.6,9.4,0.0,0.0,0.0,0.0,0.0,0.0,82.1,43.3,14.1,0.0,0.0,0.0,7
 Kris Bubic,91.9,15.9,7.7,0.0,0.0,0.0,0.0,0.0,0.0,79.4,56.4,7.6,0.0,0.0,0.0,80.7,33.2,14.3,4
 Pablo López,93.6,17.9,4.5,93.4,25.3,14.8,88.7,28.7,2.2,80.9,51.7,11.0,0.0,0.0,0.0,87.5,32.4,17.3,6
 James Kaprielian,94.0,15.5,7.6,94.4,20.3,15.8,0.0,0.0,0.0,79.3,51.9,7.3,85.0,34.3,4.5,85.2,35.5,8.4,2
 Tyler Mahle,93.2,13.5,10.2,0.0,0.0,0.0,85.5,27.0,1.7,0.0,0.0,0.0,83.9,36.8,5.0,0.0,0.0,0.0,5
 Nestor Cortes,91.8,12.7,4.1,0.0,0.0,0.0,86.9,27.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
 Alek Manoah,93.9,14.3,5.5,93.3,21.1,14.7,0.0,0.0,0.0,0.0,0.0,0.0,81.5,41.0,14.5,86.5,27.2,14.5,3
 Daniel Lynch,94.0,15.3,6.9,0.0,0.0,0.0,0.0,0.0,0.0,81.1,47.0,1.9,85.9,33.8,0.4,84.8,27.7,13.2,4
 Jon Gray,95.9,17.2,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9,32.5,10.0,88.7,26.0,14.2,1
 Luis Garcia,94.0,13.1,7.5,0.0,0.0,0.0,85.3,32.2,5.1,77.1,57.1,5.9,79.6,45.2,15.2,84.8,28.0,17.0,4
 Marco Gonzales,88.4,20.3,12.2,0.0,0.0,0.0,86.1,25.2,2.3,76.6,59.8,6.3,0.0,0.0,0.0,79.4,36.7,17.3,0
 Trevor Rogers,94.6,16.7,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,36.3,7.6,85.7,35.6,14.6,1
 Aaron Nola,92.8,16.6,13.1,92.2,22.6,17.0,86.8,29.1,0.9,78.6,55.7,14.4,0.0,0.0,0.0,85.9,33.8,15.2,6
 Josiah Gray,94.4,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,45.4,2.0,85.8,31.6,1.6,0.0,0.0,0.0,8
 Jameson Taillon,94.1,13.2,5.7,94.2,16.2,13.6,90.7,20.7,2.9,81.1,51.8,9.2,86.2,32.6,6.2,87.7,24.7,14.0,2
 Shane Bieber,91.3,15.3,8.5,0.0,0.0,0.0,86.9,27.3,2.0,82.0,51.6,9.9,85.0,35.1,2.8,0.0,0.0,0.0,8
 Zack Wheeler,95.9,13.6,9.2,95.4,18.5,16.0,0.0,0.0,0.0,81.3,51.7,9.2,90.6,26.8,2.3,0.0,0.0,0.0,9
 José Quintana,91.2,17.7,2.4,91.4,19.7,12.6,0.0,0.0,0.0,78.4,51.2,7.9,0.0,0.0,0.0,86.4,30.8,11.7,6
 Max Scherzer,94.0,15.0,11.1,0.0,0.0,0.0,89.2,26.0,0.3,75.0,58.4,16.6,85.0,34.7,3.2,84.1,34.9,14.9,4
 Tyler Anderson,90.7,15.3,7.5,89.0,28.0,17.2,85.7,27.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,79.0,34.8,13.3,3
 Brandon Woodruff,96.3,12.1,6.0,95.8,15.9,14.0,0.0,0.0,0.0,84.0,46.0,2.5,88.0,32.0,3.8,86.1,28.0,15.8,2
 Charlie Morton,94.9,17.8,10.5,94.7,25.4,17.1,88.4,29.7,1.8,81.3,51.1,15.5,0.0,0.0,0.0,87.2,34.5,17.6,6
 Reid Detmers,93.2,14.7,10.1,0.0,0.0,0.0,0.0,0.0,0.0,73.1,67.0,12.2,85.9,37.9,3.1,84.2,29.6,13.5,4
 Ian Anderson,94.0,14.3,5.9,0.0,0.0,0.0,0.0,0.0,0.0,81.7,43.8,0.6,0.0,0.0,0.0,88.2,25.3,10.4,4
 George Kirby,95.3,15.1,8.8,94.7,20.6,16.2,88.3,30.2,3.8,80.8,53.6,9.9,85.5,38.1,10.1,86.0,33.5,15.3,2
 Andre Pallante,95.2,21.0,3.6,94.8,17.9,12.7,0.0,0.0,0.0,76.5,65.1,9.0,87.0,37.3,5.4,0.0,0.0,0.0,9
 Jordan Lyles,91.8,15.5,5.8,90.8,20.8,13.4,0.0,0.0,0.0,79.1,58.7,7.6,80.0,44.2,16.8,86.3,29.1,13.7,2
 Cole Irvin,90.7,17.1,9.8,90.3,21.5,14.3,0.0,0.0,0.0,77.5,49.6,8.2,0.0,0.0,0.0,83.0,32.5,13.3,6
 Yusei Kikuchi,94.9,13.6,11.5,0.0,0.0,0.0,91.1,21.9,0.3,0.0,0.0,0.0,86.5,34.5,3.1,87.0,28.1,10.5,1
 Jake Odorizzi,92.1,15.0,9.8,0.0,0.0,0.0,87.6,23.3,2.6,0.0,0.0,0.0,82.6,36.6,6.5,0.0,0.0,0.0,5
 Lance Lynn,93.0,18.3,3.7,91.5,25.8,10.9,89.0,29.0,2.2,82.0,42.2,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0
 Zach Plesac,91.9,13.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,79.3,52.8,1.9,85.4,29.9,1.3,85.7,24.9,11.4,4
 Max Fried,94.0,18.5,1.7,93.6,21.6,11.0,0.0,0.0,0.0,74.3,66.8,9.5,87.3,34.9,3.8,86.5,32.4,12.9,2
 Madison Bumgarner,91.2,17.8,8.0,0.0,0.0,0.0,87.4,27.7,2.9,78.6,47.1,9.2,0.0,0.0,0.0,85.5,29.6,13.0,0
 Paolo Espino,88.5,15.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0,71.3,73.2,13.1,77.7,44.2,18.7,0.0,0.0,0.0,8
 Merrill Kelly,92.6,16.6,8.1,92.6,24.4,16.1,90.9,20.1,1.6,82.2,50.9,9.1,0.0,0.0,0.0,88.6,32.3,16.6,6
 Kyle Bradish,94.6,14.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,83.2,53.1,5.8,86.9,37.4,10.8,89.9,24.3,12.2,4
 Mitch Keller,95.5,15.2,7.3,94.4,19.7,14.8,0.0,0.0,0.0,78.7,60.0,11.2,87.0,36.3,4.9,91.2,28.1,14.8,2
 Shane McClanahan,96.7,11.7,10.8,0.0,0.0,0.0,0.0,0.0,0.0,82.0,52.1,7.6,89.3,30.6,3.6,87.7,25.4,16.0,4
 Chris Flexen,91.7,13.7,2.3,0.0,0.0,0.0,87.4,28.4,6.6,0.0,0.0,0.0,80.9,43.5,8.4,81.1,32.9,12.6,1
 Jeffrey Springs,91.4,15.3,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,32.4,4.5,81.1,34.1,13.7,1
 Dylan Bundy,89.0,15.3,4.5,89.7,17.0,12.1,0.0,0.0,0.0,72.2,63.4,8.2,79.1,44.4,5.3,81.1,35.3,12.2,2
 Zack Greinke,89.1,18.4,2.0,0.0,0.0,0.0,85.8,30.9,6.7,72.0,64.4,12.5,82.2,34.4,8.1,86.5,32.6,12.8,4
 Miles Mikolas,93.5,16.3,4.9,93.0,19.5,13.3,0.0,0.0,0.0,76.0,63.3,8.7,87.7,31.1,3.9,0.0,0.0,0.0,9
 Taylor Hearn,94.8,13.8,7.7,93.8,18.7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,84.9,38.7,3.2,87.6,26.1,10.4,3
 Carlos Carrasco,93.2,17.5,7.5,91.9,24.9,16.2,0.0,0.0,0.0,0.0,0.0,0.0,84.9,35.6,2.3,87.4,34.6,8.1,3
 Germán Márquez,95.6,16.6,8.9,95.1,21.0,14.3,0.0,0.0,0.0,86.5,38.3,1.1,87.7,31.1,0.3,0.0,0.0,0.0,9
 Brock Burke,95.0,14.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2,30.7,0.9,88.1,26.8,16.9,1
 Austin Gomber,91.0,15.6,6.3,0.0,0.0,0.0,0.0,0.0,0.0,75.8,61.6,7.0,84.3,34.7,5.0,82.0,29.8,9.8,4
 Keegan Thompson,93.6,13.9,4.4,92.8,18.9,12.5,89.9,25.4,5.2,81.3,55.1,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0
 Luis Castillo,97.1,15.4,11.4,96.9,23.3,17.8,0.0,0.0,0.0,0.0,0.0,0.0,86.5,36.0,1.1,88.4,32.3,17.3,3
 Antonio Senzatela,94.2,19.6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,78.2,50.8,5.9,86.1,34.3,4.9,87.0,27.8,8.0,4
 Jonathan Heasley,93.4,12.5,8.2,0.0,0.0,0.0,0.0,0.0,0.0,78.5,60.3,6.1,85.6,34.0,3.3,84.9,27.7,12.9,4
 Sandy Alcantara,98.0,14.9,12.0,97.8,21.3,17.7,0.0,0.0,0.0,0.0,0.0,0.0,90.0,30.5,0.3,91.8,28.8,16.8,3
 Brad Keller,94.5,17.3,2.4,93.4,23.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,86.9,38.5,5.7,90.0,25.1,10.1,3
 Drew Rasmussen,95.5,13.5,2.3,0.0,0.0,0.0,90.3,29.3,1.4,0.0,0.0,0.0,84.6,42.2,12.1,0.0,0.0,0.0,5
 Tony Gonsolin,93.1,14.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,80.7,54.0,3.3,87.5,30.8,3.2,0.0,0.0,0.0,8
 Joan Adon,95.0,15.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,79.7,53.5,7.8,0.0,0.0,0.0,87.4,28.5,16.1,4
 Luis Severino,96.3,12.2,7.6,0.0,0.0,0.0,90.4,28.9,4.9,0.0,0.0,0.0,85.2,40.8,10.3,88.8,25.4,13.6,1
 Roansy Contreras,95.6,12.3,7.4,0.0,0.0,0.0,0.0,0.0,0.0,78.9,56.7,8.9,83.8,40.3,4.3,0.0,0.0,0.0,8
 Andrew Heaney,93.0,17.5,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4,38.2,3.6,85.0,31.6,16.7,1
 Mitch White,93.7,15.2,3.9,94.2,16.8,13.1,0.0,0.0,0.0,80.2,57.2,5.2,85.4,38.3,9.2,0.0,0.0,0.0,9
 MacKenzie Gore,94.7,13.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,80.8,52.3,0.6,87.4,30.6,2.1,84.8,24.9,13.1,4
 José Berríos,94.0,16.6,10.6,93.9,20.8,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6,33.9,14.4,3
 Colin Poche,93.2,10.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,78.8,48.7,17.7,0.0,0.0,0.0,0.0,0.0,0.0,8
 Yu Darvish,95.0,13.5,7.1,94.7,18.9,14.0,86.5,35.3,5.2,0.0,0.0,0.0,82.3,42.6,15.0,0.0,0.0,0.0,7
 Freddy Peralta,92.6,16.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,75.8,51.2,5.6,80.3,39.0,8.0,85.9,33.4,14.7,4
 Trevor Williams,91.2,19.9,6.9,89.0,30.9,15.6,0.0,0.0,0.0,78.6,42.0,11.0,83.2,37.1,5.6,84.4,33.6,13.9,2
 Craig Kimbrel,95.8,15.4,10.4,0.0,0.0,0.0,0.0,0.0,0.0,85.7,44.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,8
 Taijuan Walker,93.7,14.0,10.1,92.9,18.9,15.2,88.6,23.0,1.5,75.0,60.5,7.0,84.8,32.6,5.3,0.0,0.0,0.0,9
 Clayton Kershaw,90.7,14.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,73.2,66.9,4.9,86.6,29.8,5.4,0.0,0.0,0.0,8
 Austin Voth,93.5,13.9,7.2,0.0,0.0,0.0,89.5,26.6,2.5,77.5,57.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0
 Drew Hutchison,92.4,15.2,3.7,92.7,17.3,11.2,0.0,0.0,0.0,0.0,0.0,0.0,86.0,37.2,4.5,86.5,26.9,13.3,3
 Shohei Ohtani,97.3,14.5,3.4,0.0,0.0,0.0,90.6,27.6,3.6,77.7,59.5,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0
 Mike Minor,90.4,19.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,79.2,55.0,7.1,85.4,33.7,3.5,84.2,28.8,16.7,4
 Carlos Estévez,97.5,14.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3,35.1,5.1,88.4,28.4,10.6,1
 David Peterson,93.7,17.5,9.0,93.2,22.2,16.7,0.0,0.0,0.0,78.5,52.5,7.3,84.4,37.7,3.9,85.8,31.2,16.2,2
 Rich Hill,88.5,16.4,8.2,0.0,0.0,0.0,84.2,29.6,1.9,71.8,67.7,17.8,69.2,56.5,22.7,0.0,0.0,0.0,8
 Mike Clevinger,93.6,14.2,8.7,93.2,16.6,14.0,86.6,31.3,4.3,0.0,0.0,0.0,79.9,44.6,15.6,86.3,26.6,14.3,3
 Ian Kennedy,93.4,14.1,10.4,0.0,0.0,0.0,0.0,0.0,0.0,79.6,50.5,8.3,0.0,0.0,0.0,85.7,29.0,8.4,4
 Brent Suter,86.4,23.7,3.8,87.4,23.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,34.8,10.0,3
 Carl Edwards Jr.,94.6,14.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,80.2,52.7,7.9,0.0,0.0,0.0,90.6,23.4,12.3,4
 Ross Stripling,91.9,13.7,5.2,89.9,19.4,12.1,0.0,0.0,0.0,76.1,59.0,7.2,87.1,29.6,4.5,82.6,29.7,10.9,2
 Joe Musgrove,92.9,18.3,4.1,92.4,22.9,12.4,90.1,24.5,1.6,81.3,55.5,9.6,82.9,41.8,12.8,86.5,32.7,11.4,2
 Dylan Coleman,97.5,15.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,36.2,13.9,0.0,0.0,0.0,5
 Phil Bickford,94.1,15.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,37.6,6.5,0.0,0.0,0.0,5
 Alexis Díaz,95.7,15.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9,35.1,5.8,0.0,0.0,0.0,5
 Nathan Eovaldi,95.7,15.5,12.3,0.0,0.0,0.0,90.6,22.2,1.4,78.3,54.2,9.7,85.9,33.8,6.6,0.0,0.0,0.0,8
 Bryan Baker,96.2,11.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3,33.1,7.4,84.0,28.0,14.3,1
 Frankie Montas,96.1,12.8,6.3,95.6,18.4,15.5,89.5,27.8,4.0,0.0,0.0,0.0,87.2,32.9,6.2,0.0,0.0,0.0,7
 Tyler Wells,93.5,11.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0,76.3,58.2,9.3,87.5,28.0,4.9,86.7,23.2,14.9,4
 Konnor Pilkington,92.1,16.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,77.0,57.3,6.3,81.9,41.1,1.9,84.4,30.1,14.3,4
 Kyle Freeland,90.3,19.9,5.9,89.6,27.5,13.0,0.0,0.0,0.0,80.9,48.5,4.3,85.5,32.6,1.4,84.8,30.6,10.9,2
 Dean Kremer,93.5,14.9,8.9,91.7,20.6,16.2,88.0,27.1,4.7,76.5,62.2,11.1,0.0,0.0,0.0,83.8,37.8,15.1,6
 Michael Wacha,93.0,12.4,6.7,92.6,15.3,11.7,88.8,23.4,1.2,74.7,58.8,10.3,0.0,0.0,0.0,84.3,26.2,12.5,6
 Chris Archer,93.0,13.1,6.4,0.0,0.0,0.0,0.0,0.0,0.0,81.7,46.6,5.0,88.7,30.5,5.2,87.0,26.9,13.0,4
 Rowan Wick,94.9,12.7,2.8,0.0,0.0,0.0,93.1,16.9,2.5,76.8,65.6,7.5,82.2,37.5,11.8,0.0,0.0,0.0,8
 Keegan Akin,93.5,13.5,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3,36.3,5.1,84.2,30.0,16.0,1
 Spenser Watkins,91.4,16.2,1.2,0.0,0.0,0.0,87.1,28.5,6.0,76.8,60.7,5.7,78.4,47.1,13.9,0.0,0.0,0.0,8
 JP Sears,93.2,17.9,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,47.2,7.0,82.7,36.8,18.1,1
 José Suarez,92.7,16.4,9.5,91.7,22.6,15.2,0.0,0.0,0.0,78.0,51.8,10.5,81.7,36.4,9.1,82.4,35.4,12.7,2
 Félix Bautista,99.1,8.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,39.1,5.3,0.0,0.0,0.0,5
 Will Vest,95.1,14.8,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,38.6,9.0,86.8,32.6,15.5,1
 Alex Vesia,94.1,11.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,34.5,7.3,0.0,0.0,0.0,5
 Brad Boxberger,92.7,14.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3,29.2,7.0,81.2,35.9,11.2,1
 Joe Jiménez,95.7,11.6,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,36.5,2.7,90.7,24.3,16.3,1
 Beau Brieske,94.3,13.3,7.3,93.6,17.1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,86.2,29.9,0.1,82.0,28.0,15.4,3
 Ryan Feltner,94.5,17.0,6.6,93.5,25.7,12.1,0.0,0.0,0.0,77.9,54.6,8.2,84.4,36.2,5.8,83.8,33.0,5.3,2
 José Quijada,94.5,15.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9,31.3,16.3,1
 Lucas Gilbreath,93.8,15.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,42.7,3.8,0.0,0.0,0.0,5
 Emilio Pagán,95.6,11.6,4.9,0.0,0.0,0.0,85.8,35.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
 Liam Hendriks,97.6,10.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8,47.6,3.2,89.0,30.7,2.5,0.0,0.0,0.0,8
 Tyler Rogers,83.2,53.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2,39.2,13.9,0.0,0.0,0.0,5
 Vince Velasquez,93.2,13.1,5.1,91.9,18.5,12.3,0.0,0.0,0.0,81.5,50.6,4.4,84.7,33.8,6.5,88.1,28.4,12.2,2
 Caleb Smith,91.9,13.9,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,29.2,3.1,83.6,24.2,13.7,1
 Matt Moore,93.9,13.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,83.6,50.2,4.1,0.0,0.0,0.0,85.0,29.4,17.0,4
 Patrick Sandoval,93.1,15.1,4.0,93.4,19.0,13.7,0.0,0.0,0.0,78.6,56.5,7.6,86.3,35.6,6.6,83.7,30.6,14.3,2
 Corey Knebel,95.6,12.5,3.8,0.0,0.0,0.0,0.0,0.0,0.0,78.7,62.5,10.3,0.0,0.0,0.0,0.0,0.0,0.0,8
 A.J. Minter,96.6,12.0,6.5,0.0,0.0,0.0,90.3,29.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,87.6,32.3,16.2,0
 Eli Morgan,92.1,15.1,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,32.3,1.4,75.9,44.0,15.6,1
 Ryan Helsley,99.6,9.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,80.7,53.7,6.7,89.1,32.2,4.5,0.0,0.0,0.0,8
 Tyler Matzek,94.1,13.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2,46.9,6.4,0.0,0.0,0.0,5
 Chase De Jong,92.8,13.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,77.7,59.4,6.3,83.6,40.6,4.4,0.0,0.0,0.0,8
 Reynaldo López,97.1,12.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,80.4,50.4,9.4,87.4,30.8,6.4,0.0,0.0,0.0,8
 Hunter Strickland,95.0,16.9,5.0,94.3,20.6,12.7,0.0,0.0,0.0,0.0,0.0,0.0,84.8,39.4,8.5,0.0,0.0,0.0,7
 Nick Lodolo,94.4,20.5,16.8,94.2,24.3,18.6,0.0,0.0,0.0,81.5,40.0,13.8,0.0,0.0,0.0,88.3,32.9,17.9,6
 Eduardo Rodriguez,91.7,18.0,6.9,91.7,22.2,13.9,88.7,24.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,85.5,30.7,16.5,3
 José Ruiz,96.9,12.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,86.3,42.0,2.0,0.0,0.0,0.0,89.9,25.8,15.4,4
 Sonny Gray,92.1,16.8,1.5,92.0,22.7,13.4,83.4,44.8,7.5,78.7,58.9,14.4,81.6,47.5,17.5,0.0,0.0,0.0,9
 Adrian Sampson,92.4,17.4,10.1,91.9,21.4,14.3,84.9,37.7,3.3,0.0,0.0,0.0,83.0,41.6,10.3,85.1,31.7,15.9,3
 Mychal Givens,93.4,19.2,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7,35.5,6.1,82.0,43.6,9.2,1
 Ryne Stanek,98.3,10.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,38.0,2.3,0.0,0.0,0.0,5
 Kyle Wright,95.1,17.7,11.4,94.4,25.9,16.6,0.0,0.0,0.0,84.7,46.6,9.0,90.1,25.6,1.0,88.1,35.0,15.9,2
 Glenn Otto,92.1,17.0,4.3,92.2,22.4,13.9,0.0,0.0,0.0,81.2,52.3,6.5,81.1,42.4,16.5,88.2,25.9,14.0,2
 Jake Diekman,95.6,17.6,15.9,95.3,22.5,17.8,0.0,0.0,0.0,0.0,0.0,0.0,81.4,40.3,16.0,0.0,0.0,0.0,7
 Nick Nelson,96.3,13.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,30.0,2.2,87.9,28.2,16.1,1
 A.J. Puk,96.7,17.4,12.6,96.1,24.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,86.9,35.2,3.3,0.0,0.0,0.0,7
 Trevor Richards,93.4,11.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,85.1,35.7,2.0,0.0,0.0,0.0,84.1,32.6,16.2,4
 Tarik Skubal,94.1,15.1,8.3,94.8,19.3,15.2,0.0,0.0,0.0,76.9,55.3,6.4,89.3,25.9,1.1,83.6,32.6,13.4,2
 Hunter Harvey,98.3,11.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,82.8,52.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,8
 Matt Manning,93.2,15.0,2.9,92.8,17.3,9.8,0.0,0.0,0.0,79.7,54.0,8.9,83.7,29.0,8.2,86.2,29.5,11.7,2
 Jhoan Duran,100.8,12.9,11.7,0.0,0.0,0.0,0.0,0.0,0.0,87.8,42.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8
 Enyel De Los Santos,95.3,15.9,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,39.1,2.7,87.4,26.3,15.4,1
 Zach Logue,90.1,20.0,10.1,0.0,0.0,0.0,85.9,29.1,1.5,77.5,42.4,10.4,0.0,0.0,0.0,82.0,40.6,15.2,0
 Jake McGee,94.4,15.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,31.5,1.0,0.0,0.0,0.0,5
