,name,pitcher_id,pitch_hand,avg_speed_FF,pitch_type_FF,vertical_break_FF,horizonal_break_FF,avg_speed_SIFT,pitch_type_SIFT,vertical_break_SIFT,horizonal_break_SIFT,avg_speed_CT,pitch_type_CT,vertical_break_CT,horizonal_break_CT,avg_speed_CB,pitch_type_CB,vertical_break_CB,horizonal_break_CB,avg_speed_SL,pitch_type_SL,vertical_break_SL,horizonal_break_SL,avg_speed_CH,pitch_type_CH,vertical_break_CH,horizonal_break_CH
392, Dallas Keuchel,572971,L,87.9,FF,21.6,3.5,87.2,SIFT,30.1,15.4,85.2,FC,30.0,1.3,0.0,0,0.0,0.0,77.0,SL,45.3,9.8,79.2,CH,38.7,14.3
393, Yohan Ramirez,670990,R,93.8,FF,19.0,9.2,95.7,SIFT,24.4,17.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.7,SL,34.9,15.3,0.0,0,0.0,0.0
394, Humberto Castellanos,528748,R,89.4,FF,22.6,6.5,90.4,SIFT,31.3,16.1,0.0,0,0.0,0.0,76.5,CUKC,54.0,11.7,86.2,SL,29.2,1.6,84.0,CH,35.8,15.2
395, Brusdar Graterol,660813,R,99.4,FF,14.4,8.3,99.7,SIFT,19.8,16.5,95.6,FC,22.3,0.2,0.0,0,0.0,0.0,90.6,SL,32.1,5.4,0.0,0,0.0,0.0
396, Daulton Jefferies,641726,R,92.4,FF,17.2,10.8,92.5,SIFT,19.6,16.6,89.6,FC,23.4,2.8,80.2,CUKC,44.7,5.1,0.0,0,0.0,0.0,86.1,CH,33.1,15.0
397, Dennis Santana,642701,R,97.7,FF,13.9,12.8,96.7,SIFT,20.5,17.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.8,SL,39.4,1.7,89.9,CH,25.7,17.2
398, Jared Koenig,657649,L,89.4,FF,21.1,4.2,89.2,SIFT,23.2,11.9,82.9,FC,35.5,4.2,77.6,CUKC,54.0,10.0,0.0,0,0.0,0.0,82.8,CH,32.6,13.2
399, Ryan Thompson,657044,R,91.6,FF,26.8,13.5,90.0,SIFT,41.7,15.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.5,SL,34.4,13.7,0.0,0,0.0,0.0
400, Daniel Castano,641447,L,92.0,FF,19.5,5.3,89.4,SIFT,27.3,10.7,86.5,FC,30.0,0.4,0.0,0,0.0,0.0,81.2,SL,42.0,7.4,84.0,CH,29.8,12.6
401, Jhoulys Chacín,468504,R,92.6,FF,18.4,3.1,92.9,SIFT,22.1,11.6,0.0,0,0.0,0.0,79.8,CUKC,43.9,14.7,87.0,SL,31.2,4.1,0.0,0,0.0,0.0
402, Víctor Arano,644364,R,94.5,FF,14.8,8.5,93.9,SIFT,21.3,16.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.8,SL,36.6,0.8,0.0,0,0.0,0.0
403, Ralph Garza Jr.,621248,R,91.2,FF,16.1,7.7,87.8,SIFT,36.5,16.2,89.4,FC,19.3,1.1,0.0,0,0.0,0.0,77.5,SL,37.5,13.8,83.1,CH,33.4,16.4
404, Matt Wisler,605538,R,89.7,FF,17.1,10.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.8,SL,43.7,8.1,0.0,0,0.0,0.0
405, Joely Rodríguez,570257,L,92.8,FF,20.2,12.0,92.7,SIFT,25.7,17.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.9,SL,40.0,5.2,87.8,CH,35.1,11.3
406, Tyler Danish,641501,R,91.2,FF,24.9,13.2,90.9,SIFT,34.7,17.7,0.0,0,0.0,0.0,80.9,CUKC,37.6,11.4,0.0,0,0.0,0.0,84.4,CH,39.5,14.6
407, Diego Castillo,650895,R,95.7,FF,18.9,11.9,95.1,SIFT,25.4,17.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,88.4,SL,28.8,0.2,0.0,0,0.0,0.0
408, Richard Bleier,542947,L,90.7,FF,21.2,7.1,89.8,SIFT,30.6,15.5,87.3,FC,29.6,0.9,0.0,0,0.0,0.0,77.7,SL,48.3,8.8,82.9,CH,35.1,15.9
